Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr),Experience
Mac Tuiaea,DT,Washington,78.0,296.0,5.09,29.0,25.0,99.0,7.82,4.72,0,-1
Ryan Tujague,OG,Washington State,77.0,297.0,5.16,27.0,21.0,96.0,8.18,4.95,0,-1
Jeff Ulbrich,ILB,Hawaii,72.0,249.0,4.65,32.0,24.0,109.0,7.23,4.3,86,10
Brian Urlacher,OLB,New Mexico,76.0,258.0,4.59,34.0,27.0,122.0,6.94,4.18,9,13
Darrick Vaughn,CB,Texas State,71.0,196.0,4.53,36.5,14.0,121.0,7.09,4.16,211,3
Andy Vincent,OG,Texas A&M,76.0,306.0,5.2,28.5,14.0,108.0,7.54,4.42,0,1
Todd Wade,OT,Mississippi,80.0,326.0,5.22,27.5,29.0,101.0,7.68,4.68,53,9
Jeff Walker,P,Mississippi State,70.0,218.0,,,,,,,0,2
Darwin Walker,DT,Tennessee,74.0,293.0,4.82,,,,,,71,9
Troy Walters,WR,Stanford,66.0,171.0,4.55,32.5,,106.0,6.61,3.84,165,8
Steve Warren,DT,Nebraska,73.0,307.0,5.1,30.5,29.0,105.0,7.97,4.56,74,3
Peter Warrick,WR,Florida State,71.0,194.0,4.58,,,,,,4,6
Jason Webster,CB,Texas A&M,69.0,180.0,4.42,35.5,17.0,122.0,6.76,3.98,48,9
James Whalen,TE,Kentucky,74.0,228.0,4.78,31.0,,110.0,7.42,4.22,157,4
Austin Wheatley,TE,Iowa,76.0,254.0,4.66,32.5,,121.0,6.97,4.18,158,0
Damen Wheeler,CB,Colorado,69.0,179.0,4.51,35.0,11.0,115.0,7.21,4.27,203,1
Anthony White,RB,Kentucky,72.0,195.0,4.68,32.5,,118.0,7.05,4.24,0,1
Jerard White,CB,Massachusetts,73.0,213.0,4.61,38.5,14.0,118.0,6.96,4.53,0,0
Dez White,WR,Georgia Tech,73.0,218.0,4.62,37.5,,124.0,6.91,4.09,69,6
Michael Wiley,RB,Ohio State,71.0,193.0,4.5,,,,,,144,3
Boo Williams,RB,South Carolina,71.0,222.0,4.52,,,,,,0,5
Bobbie Williams,OT,Arkansas,76.0,332.0,5.26,29.0,28.0,97.0,7.78,4.72,61,13
James Williams,WR,Marshall,71.0,180.0,4.59,36.0,,123.0,7.22,4.16,175,-1
Jack Williams,S,Azusa Pacific,70.0,206.0,4.72,31.5,15.0,108.0,7.15,4.65,119,3
Josh Williams,DT,Michigan,75.0,282.0,4.9,30.5,,111.0,7.22,4.25,122,-1
Antonio Wilson,OLB,Texas A&M-Commerce,74.0,245.0,4.56,,11.0,,,,106,3
Cedric Woodard,DT,Texas,74.0,290.0,5.21,30.5,23.0,109.0,,,191,6
Destry Wright,RB,Jackson State,71.0,216.0,4.84,29.5,15.0,112.0,7.15,4.41,0,0
Spergon Wynn,QB,Texas State,75.0,229.0,4.91,34.0,,108.0,7.71,4.59,183,2
Bashir Yamini,WR,Iowa,75.0,191.0,4.53,33.0,,130.0,7.09,4.18,0,1
Brian Young,DE,Texas-El Paso,74.0,278.0,4.94,29.5,27.0,106.0,7.2,4.47,139,9
Keith Adams,OLB,Clemson,71.0,219.0,4.82,,24.0,104.0,,,232,7
Hakim Akbar,S,Washington,72.0,210.0,4.55,,,,,,163,3
Brian Allen,OLB,Florida State,72.0,238.0,4.65,,25.0,,,,83,3
David Allen,RB,Kansas State,69.0,194.0,4.62,31.0,15.0,111.0,,,0,2
Matt Allen,P,Troy,75.0,246.0,,,,,,,0,-1
Will Allen,CB,Syracuse,70.0,192.0,4.44,39.5,14.0,121.0,6.78,3.9,22,12
Scotty Anderson,WR,Grambling State,74.0,184.0,4.57,34.5,,115.0,,,148,3
Adam Archuleta,S,Arizona State,72.0,211.0,4.46,,31.0,,,,20,7
Tom Ashworth,OG,Colorado,78.0,293.0,5.11,33.5,20.0,109.0,7.4,4.3,0,5
Billy Baber,TE,Virginia,76.0,255.0,4.76,33.0,22.0,106.0,7.12,4.19,141,3
Jeff Backus,OT,Michigan,77.0,310.0,5.37,27.0,25.0,99.0,8.27,4.67,18,12
Rodney Bailey,DE,Ohio State,75.0,283.0,5.1,,,,,,181,7
Jason Baker,P,Iowa,73.0,198.0,,,,,,,0,11
Alex Bannister,WR,East. Kentucky,77.0,201.0,4.47,30.5,,110.0,,,140,6
Kevan Barlow,RB,Pittsburgh,73.0,235.0,4.56,,,,,,80,6
Idrees Bashir,S,Memphis,74.0,206.0,4.56,40.0,22.0,126.0,7.14,4.2,37,6
Gary Baxter,CB,Baylor,74.0,204.0,4.53,37.5,,122.0,7.39,4.21,62,7
Jonathan Beasley,QB,Kansas State,72.0,227.0,4.85,29.5,,102.0,7.55,4.38,0,-1
Monty Beisel,DE,Kansas State,76.0,270.0,4.83,34.5,25.0,110.0,7.32,4.28,107,9
Kendrell Bell,ILB,Georgia,73.0,234.0,4.64,38.5,24.0,124.0,7.25,4.5,39,7
Marcus Bell,DT,Memphis,73.0,319.0,5.32,,17.0,98.0,8.07,4.71,123,6
Michael Bennett,RB,Wisconsin,69.0,207.0,4.38,39.5,13.0,130.0,,,27,11
Eddie Berlin,WR,New Mexico,71.0,191.0,4.43,39.5,,122.0,6.78,4.08,159,5
Cory Bird,S,Virginia Tech,70.0,217.0,4.6,,22.0,,,,91,4
Darvell Bivens,FB,NW State (LA),70.0,255.0,4.97,33.5,32.0,108.0,7.81,4.38,0,-1
Randy Black,S,UNLV,72.0,205.0,4.74,35.5,,115.0,7.14,4.2,0,-1
Harold Blackmon,CB,Northwestern,71.0,210.0,4.54,37.0,17.0,121.0,7.03,4.28,210,1
Willie Blade,DT,Mississippi State,75.0,316.0,4.93,,,,,,93,5
Al Blades,S,Miami (FL),73.0,209.0,4.56,,,,,,0,0
Derrick Blaylock,RB,Stephen F. Austin,70.0,194.0,4.36,35.5,18.0,119.0,7.05,4.09,150,5
David Bobo,OG,TCU,76.0,290.0,5.28,31.0,19.0,106.0,7.81,4.89,0,0
Fred Booker,CB,LSU,69.0,193.0,4.65,,,,,,0,1
Josh Booty,QB,LSU,74.0,221.0,4.9,29.5,,105.0,7.54,4.48,172,3
Jarvis Borum,OG,North Carolina State,79.0,332.0,5.05,30.5,25.0,107.0,8.08,4.83,0,2
Kyle Vanden Bosch,DE,Nebraska,76.0,270.0,4.75,36.5,26.0,119.0,6.82,4.08,34,12
James Boyd,S,Penn State,71.0,207.0,4.59,32.5,,117.0,7.29,4.24,94,2
Roylin Bradley,OLB,Texas A&M,73.0,243.0,4.67,34.0,19.0,116.0,7.16,4.28,0,-1
Drew Brees,QB,Purdue,72.0,213.0,4.83,32.0,,105.0,7.09,4.21,32,20
Sean Brewer,TE,San Jose State,76.0,255.0,4.73,36.0,14.0,117.0,7.37,4.18,66,3
Chris Brown,OT,Georgia Tech,77.0,329.0,5.33,,30.0,,,,93,7
Corey Brown,WR,Tulsa,72.0,202.0,4.63,39.5,,126.0,,,0,3
Kenny Bryant,CB,Jackson State,71.0,190.0,4.65,37.5,10.0,117.0,7.5,4.15,0,-1
Correll Buckhalter,RB,Nebraska,72.0,226.0,4.53,40.0,11.0,123.0,7.08,4.06,121,10
Derrick Burgess,DE,Mississippi,74.0,264.0,4.92,40.0,24.0,125.0,7.85,,63,10
Adrian Burnette,WR,Tulane,70.0,191.0,4.63,,,,,,0,-1
Jerametrius Butler,CB,Kansas State,70.0,173.0,4.57,36.0,11.0,121.0,7.22,4.4,145,8
Cecil Caldwell,DT,South Carolina,73.0,268.0,4.93,,,,,,0,1
John Capel,WR,Florida,71.0,177.0,4.39,36.5,,126.0,,,208,-1
Terrence Carroll,S,Oregon State,72.0,212.0,4.63,,,,,,0,0
Elliott Carson,TE,Vanderbilt,76.0,246.0,4.9,36.0,16.0,115.0,7.52,4.21,0,-1
Robert Carswell,S,Clemson,72.0,214.0,4.59,34.0,21.0,106.0,7.14,4.18,244,2
Andre Carter,DE,California,76.0,249.0,4.84,38.5,20.0,132.0,,4.24,7,12
Quincy Carter,QB,Georgia,74.0,225.0,4.58,35.5,,113.0,7.12,4.12,53,4
Quinton Caver,ILB,Arkansas,76.0,227.0,4.67,37.5,23.0,118.0,7.66,4.25,55,5
Derrick Chambers,DT,Florida,76.0,299.0,4.98,,32.0,,,,0,2
Chris Chambers,WR,Wisconsin,72.0,210.0,4.33,45.0,,134.0,,4.0,52,10
Jeff Chaney,RB,Florida State,71.0,193.0,4.46,,,,,,0,-1
Jeff Chase,OG,Texas A&M-Kingsville,75.0,303.0,5.25,,27.0,,,,0,-1
Patrick Chukwurah,OLB,Wyoming,74.0,238.0,4.77,40.0,24.0,119.0,7.34,4.21,157,7
Kenny Clark,WR,Central Florida,73.0,225.0,4.59,35.5,,121.0,,,0,7
Nate Clements,CB,Ohio State,71.0,209.0,4.38,,,,,,21,12
Tay Cody,CB,Florida State,69.0,181.0,4.55,,11.0,,,,67,3
Justin Coleman,QB,Nebraska-Kearney,76.0,238.0,5.22,29.5,,101.0,7.78,4.62,0,8
Derek Combs,RB,Ohio State,72.0,193.0,4.42,35.0,8.0,120.0,6.96,4.07,228,1
Jameel Cook,FB,Illinois,70.0,226.0,4.8,29.5,17.0,108.0,7.55,4.38,174,8
Chris Cooper,DE,Nebraska-Omaha,77.0,272.0,4.95,35.5,24.0,114.0,7.12,4.21,184,1
Jarrod Cooper,S,Kansas State,72.0,222.0,4.45,41.5,,130.0,6.87,3.9,143,7
Dave Costa,OG,Wisconsin,78.0,305.0,5.34,,17.0,,,,0,0
Rodney Crayton,CB,Auburn,68.0,178.0,4.6,35.5,13.0,118.0,7.25,4.4,0,-1
Rick Crowell,OLB,Colorado State,75.0,242.0,5.03,31.5,19.0,109.0,7.54,4.35,188,-1
Corey Crume,RB,East. Kentucky,71.0,225.0,4.76,37.0,15.0,115.0,7.36,4.32,0,-1
Alge Crumpler,TE,North Carolina,74.0,266.0,4.76,34.0,22.0,112.0,7.38,4.43,35,9
Will Cuthbert,OG,Alabama,77.0,318.0,5.53,24.5,17.0,91.0,8.84,5.06,0,-1
Ronney Daniels,WR,Auburn,73.0,212.0,4.61,34.5,,118.0,,,0,-1
Leonard Davis,OT,Texas,78.0,370.0,5.32,28.0,33.0,97.0,8.72,5.18,2,12
Ennis Davis,DT,USC,76.0,302.0,5.1,27.5,23.0,99.0,7.98,4.87,221,-1
Rick DeMulling,OG,Idaho,76.0,307.0,5.24,31.5,32.0,108.0,7.62,4.6,220,7
Anthony Denman,ILB,Notre Dame,73.0,239.0,4.76,,,,,,213,2
Ryan Diem,OT,Northern Illinois,79.0,338.0,5.13,34.0,,102.0,7.5,4.46,118,11
Tony Dixon,S,Alabama,73.0,213.0,4.63,37.0,17.0,117.0,7.38,,56,5
Jason Doering,S,Wisconsin,71.0,202.0,4.73,,,,7.07,4.12,193,4
Char-Ron Dorsey,OT,Florida State,78.0,348.0,5.99,,16.0,,,,242,2
Eric Downing,DT,Syracuse,75.0,302.0,5.23,,27.0,,,,75,4
Shawn Draper,OG,Alabama,75.0,303.0,5.3,32.0,17.0,106.0,8.1,4.77,156,2
Patrick Dyson,CB,Utah,71.0,192.0,4.55,31.5,,114.0,,,0,-1
Andre Dyson,CB,Utah,70.0,179.0,4.4,,,119.0,,,60,7
Nijrell Eason,CB,Arizona State,73.0,201.0,4.59,34.5,19.0,119.0,,,0,1
Ron Edwards,DT,Texas A&M,75.0,293.0,4.86,,,,,,76,12
Heath Evans,FB,Auburn,72.0,246.0,4.56,34.5,30.0,111.0,7.3,4.24,82,10
Mario Fatafehi,DT,Kansas State,74.0,295.0,5.29,,,,,,133,4
Robert Ferguson,WR,Texas A&M,73.0,205.0,4.48,36.5,,120.0,7.24,4.07,41,8
Bill Ferrario,OG,Wisconsin,74.0,314.0,5.3,,17.0,,,,105,3
Dauntae' Finger,TE,North Carolina,76.0,262.0,5.09,33.5,15.0,103.0,7.95,4.59,205,-1
Jamar Fletcher,CB,Wisconsin,69.0,180.0,4.48,,,,,,26,8
Richmond Flowers,WR,Tenn-Chattanooga,71.0,195.0,4.55,35.5,,114.0,6.98,3.96,0,1
Kynan Forney,OG,Hawaii,74.0,312.0,5.28,27.0,23.0,97.0,8.56,4.7,219,9
Shawn Forte,S,Maryland,73.0,204.0,4.54,,20.0,,,,0,-1
Curtis Fuller,S,TCU,70.0,186.0,4.45,36.0,18.0,114.0,7.2,4.21,127,4
Setema Gali,DE,BYU,76.0,251.0,4.88,,,,,,0,-1
Mike Gandy,OG,Notre Dame,76.0,305.0,5.2,30.5,,103.0,8.03,4.71,68,9
Rod Gardner,WR,Clemson,74.0,219.0,4.48,,,,,,15,6
Randy Garner,DE,Arkansas,76.0,277.0,4.77,,,,,,167,-1
Roberto Garza,C,Texas A&M-Kingsville,74.0,303.0,5.0,32.5,37.0,114.0,7.71,4.53,99,14
Reggie Germany,WR,Ohio State,73.0,183.0,4.39,,,,,,214,2
Derrick Gibson,S,Florida State,74.0,218.0,4.45,,17.0,,,,28,6
Jason Glenn,OLB,Texas A&M,73.0,236.0,4.94,36.0,14.0,115.0,7.16,4.31,173,6
Kenneth Grant,CB,Kentucky,70.0,204.0,4.53,39.0,,115.0,7.15,4.34,0,-1
DeLawrence Grant,DE,Oregon State,75.0,280.0,4.77,,,,,,89,5
Javon Green,WR,Colorado,73.0,211.0,4.73,35.5,,113.0,7.41,4.34,0,-1
Morlon Greenwood,OLB,Syracuse,72.0,237.0,4.69,33.5,21.0,112.0,7.62,4.08,88,8
Shane Griggs,QB,Michigan,76.0,199.0,4.83,,,,,,0,-1
Latef Grim,WR,Pittsburgh,71.0,188.0,4.6,,,111.0,7.27,4.33,0,-1
Daniel Guy,WR,Jackson State,74.0,211.0,4.61,38.5,,125.0,7.35,4.29,0,-1
Adam Haayer,OG,Minnesota,78.0,298.0,5.3,,23.0,,,,199,5
Corey Hall,S,Appalachian State,75.0,198.0,4.5,36.5,14.0,127.0,,,215,0
Ben Hamilton,C,Minnesota,77.0,303.0,5.26,33.5,17.0,106.0,7.62,4.62,113,10
Casey Hampton,DT,Texas,73.0,314.0,5.25,,34.0,,,,19,12
Antoine Harris,TE,Louisville,75.0,260.0,4.93,,11.0,,,,0,4
Nick Harris,P,California,74.0,221.0,,,,,,,120,12
Shaunard Harts,S,Boise State,72.0,200.0,4.56,34.5,12.0,119.0,7.14,,212,3
Edgerton Hartwell,ILB,West. Illinois,73.0,250.0,4.86,36.5,18.0,114.0,7.64,4.56,0,6
Tim Hasselbeck,QB,Boston Col.,73.0,211.0,4.83,33.0,,113.0,7.27,4.4,0,6
Reggie Hayward,DE,Iowa State,77.0,255.0,4.91,41.0,21.0,127.0,7.43,4.43,87,9
Todd Heap,TE,Arizona State,77.0,252.0,4.68,,,,,,31,12
Jamie Henderson,CB,Georgia,73.0,202.0,4.48,40.5,10.0,125.0,6.9,4.12,101,4
Anthony Henry,CB,South Florida,73.0,198.0,4.6,41.0,15.0,126.0,6.9,4.2,97,9
Travis Henry,RB,Tennessee,69.0,223.0,4.61,,23.0,,,,58,7
Anthony Herron,DE,Iowa,75.0,280.0,5.16,36.0,26.0,114.0,7.58,4.43,0,2
Josh Heupel,QB,Oklahoma,74.0,215.0,4.85,37.5,,114.0,7.18,4.15,177,0
Renaldo Hill,CB,Michigan State,71.0,178.0,4.68,35.5,10.0,116.0,7.07,4.18,202,10
Russ Hochstein,OG,Nebraska,75.0,300.0,5.4,26.5,16.0,95.0,7.85,4.69,151,12
Sedrick Hodge,OLB,North Carolina,76.0,244.0,4.49,32.0,21.0,120.0,,4.09,70,5
Paul Hogan,C,Alabama,75.0,290.0,5.5,29.0,26.0,102.0,7.78,4.54,0,4
Jabari Holloway,TE,Notre Dame,74.0,253.0,4.91,38.5,20.0,113.0,7.14,4.4,119,3
Menson Holloway,DE,Texas-El Paso,74.0,284.0,4.9,34.5,19.0,111.0,7.54,4.43,191,0
Rashad Holman,CB,Louisville,71.0,186.0,4.58,42.0,6.0,129.0,7.09,3.85,179,3
Derek Homer,RB,Kentucky,68.0,194.0,4.6,32.5,,113.0,7.24,4.3,0,-1
Margin Hooks,WR,BYU,71.0,191.0,4.5,36.0,,116.0,7.08,4.18,0,-1
Willie Howard,DT,Stanford,75.0,295.0,4.94,,23.0,,,,57,2
John Howell,S,Colorado State,72.0,204.0,4.64,37.0,14.0,121.0,6.87,4.12,117,6
Orlando Huff,OLB,Fresno State,74.0,245.0,4.7,,16.0,,,,104,6
Steve Hutchinson,OG,Michigan,77.0,315.0,5.15,33.5,31.0,106.0,,4.74,17,12
Khori Ivy,WR,West Virginia,74.0,195.0,4.64,,,,,,0,-1
Arnold Jackson,WR,Louisville,68.0,167.0,4.48,41.0,,127.0,7.42,4.11,0,2
James Jackson,RB,Miami (FL),70.0,210.0,4.55,,,,,,65,5
William James,CB,West. Illinois,72.0,197.0,4.51,38.5,13.0,120.0,,,0,10
Cedric James,WR,TCU,74.0,204.0,4.49,43.0,,134.0,,,131,3
Michael Jameson,S,Texas A&M,71.0,186.0,4.5,34.5,9.0,118.0,7.13,4.2,165,5
Ortege Jenkins,QB,Arizona,73.0,234.0,4.82,34.5,,108.0,7.32,4.4,0,-1
Kris Jenkins,DT,Maryland,77.0,318.0,5.19,31.0,33.0,108.0,7.85,4.4,44,10
Jonas Jennings,OT,Georgia,76.0,334.0,5.31,29.5,31.0,102.0,8.08,4.93,95,8
Ligarius Jennings,CB,Tennessee State,69.0,202.0,4.67,34.0,11.0,120.0,7.07,4.03,0,2
Sly Johnson,WR,Miami (OH),69.0,181.0,4.61,35.5,,115.0,,,0,-1
Jevaris Johnson,TE,Georgia,77.0,257.0,4.9,,,,,,0,-1
Chad Johnson,WR,Oregon State,73.0,192.0,4.57,33.0,,108.0,7.51,4.14,36,11
Rudi Johnson,RB,Auburn,70.0,227.0,4.57,37.5,24.0,119.0,7.32,4.22,100,8
Kenyatta Jones,OT,South Florida,75.0,308.0,5.01,,31.0,,,,96,3
Kevin Jordan,OG,Fresno State,77.0,308.0,5.07,31.5,20.0,112.0,,4.95,0,2
Lamont Jordan,RB,Maryland,70.0,234.0,4.57,,24.0,,,,49,9
Bhawoh Jue,CB,Penn State,72.0,199.0,4.54,34.5,,113.0,7.21,4.27,71,7
Kevin Kasper,WR,Iowa,72.0,199.0,4.42,43.5,,126.0,6.56,3.73,190,5
Michael Keathley,OG,TCU,76.0,308.0,5.24,32.5,28.0,,,,0,3
Rod Kelly,DE,Northeastern State,77.0,254.0,4.93,28.5,20.0,114.0,7.93,4.55,0,-1
Eric Kelly,CB,Kentucky,70.0,199.0,4.46,36.0,15.0,120.0,7.24,4.18,69,3
Robert Kilow,WR,Arkansas State,70.0,171.0,4.44,,,,,,0,-1
Andre King,WR,Miami (FL),72.0,199.0,4.61,,,,,,245,4
Dave Klemic,WR,Northeastern (MA),71.0,188.0,4.37,36.5,,116.0,,,0,0
Ross Kolodziej,DE,Wisconsin,75.0,290.0,4.87,34.5,25.0,111.0,7.37,4.36,230,7
Justin Kurpeikis,DE,Penn State,75.0,252.0,4.97,31.5,22.0,118.0,6.82,4.1,0,3
George Layne,FB,TCU,71.0,242.0,4.59,32.0,,115.0,7.08,4.19,108,3
David Leaverton,P,Tennessee,75.0,211.0,,,,,,,142,-1
Matt Lehr,OG,Virginia Tech,74.0,290.0,5.28,31.5,28.0,111.0,7.59,4.44,137,8
Cleo Lemon,QB,Arkansas State,74.0,226.0,4.87,35.5,,106.0,7.33,4.27,0,5
Damione Lewis,DT,Miami (FL),75.0,293.0,4.9,,22.0,,,,12,10
Victor Leyva,OG,Arizona State,75.0,313.0,5.33,30.0,37.0,105.0,8.0,4.73,135,3
Matt Light,OT,Purdue,77.0,311.0,5.29,,26.0,,7.84,4.49,48,11
Alex Lincoln,ILB,Auburn,72.0,251.0,4.77,35.0,22.0,111.0,,,209,2
DeAngelo Lloyd,DE,Tennessee,77.0,264.0,4.88,,15.0,,,,0,-1
Arther Love,TE,South Carolina State,76.0,236.0,4.75,36.0,24.0,,,,180,0
Ken Lucas,CB,Mississippi,72.0,200.0,4.45,,,,,,40,9
LaShaun Mack,C,Norfolk State,75.0,299.0,5.56,26.5,17.0,92.0,8.59,4.99,0,-1
Brandon Manumaleuna,TE,Arizona,74.0,275.0,4.99,30.0,,106.0,7.49,4.26,129,10
Torrance Marshall,ILB,Oklahoma,74.0,249.0,4.7,,,,,,72,4
David Martin,WR,Tennessee,76.0,242.0,4.76,,,,,,198,10
Shaun Mason,OG,Michigan State,77.0,302.0,5.49,,,,,,0,-1
Deuce McAllister,RB,Mississippi,73.0,222.0,4.41,,,,,,23,9
Brent McCaffrey,OG,USC,76.0,282.0,5.2,,,,,,0,-1
Justin McCareins,WR,Northern Illinois,74.0,209.0,4.51,41.0,,129.0,7.06,3.99,124,8
Dustin McClintock,FB,Alabama,73.0,259.0,5.31,30.0,7.0,105.0,8.1,4.58,0,-1
Quentin McCord,WR,Kentucky,70.0,191.0,4.48,36.5,,112.0,7.17,4.18,236,3
Marlon McCree,S,Kentucky,71.0,197.0,4.62,38.0,10.0,117.0,7.36,4.1,233,8
Jeff McCurley,C,Pittsburgh,76.0,280.0,5.25,,,,,,0,0
Kareem McKenzie,OT,Penn State,78.0,328.0,5.33,33.0,20.0,104.0,7.87,4.8,79,11
Mike McMahon,QB,Rutgers,74.0,207.0,4.57,37.5,,124.0,7.12,4.12,149,5
Shad Meier,TE,Kansas State,77.0,256.0,4.85,34.0,20.0,113.0,7.14,4.15,90,5
Willie Middlebrooks,CB,Minnesota,74.0,200.0,4.5,,17.0,,,,24,5
Romaro Miller,QB,Mississippi,72.0,205.0,4.61,35.0,,110.0,7.4,4.51,0,0
Shawn Mills,WR,Southern Miss,72.0,180.0,4.51,34.5,,116.0,7.12,4.15,0,0
Snoop Minnis,WR,Florida State,73.0,171.0,4.57,37.5,,115.0,7.06,4.07,77,3
Travis Minor,RB,Florida State,70.0,197.0,4.44,32.0,9.0,115.0,,,85,8
Dwayne Missouri,DE,Northwestern,77.0,258.0,5.03,38.0,21.0,116.0,7.5,4.4,231,0
Hodges Mitchell,RB,Texas,67.0,180.0,4.53,,,,,,0,-1
Freddie Mitchell,WR,UCLA,71.0,185.0,4.46,39.5,,120.0,6.95,4.06,25,4
Mario Monds,DT,Cincinnati,75.0,342.0,5.04,28.5,,99.0,8.06,4.73,186,3
Keon Moore,CB,Southern Miss,71.0,193.0,4.56,37.5,10.0,119.0,7.06,4.2,0,-1
Zeke Moreno,ILB,USC,74.0,248.0,4.76,,24.0,,7.1,4.31,139,5
Dan Morgan,ILB,Miami (FL),74.0,240.0,4.54,,,,,,11,7
Quincy Morgan,WR,Kansas State,73.0,211.0,4.48,,,,,,33,6
Santana Moss,WR,Miami (FL),70.0,184.0,4.31,,,,,,16,14
Leonard Myers,CB,Miami (FL),70.0,190.0,4.65,37.0,13.0,120.0,7.21,4.16,200,3
Brian Natkin,TE,Texas-El Paso,74.0,251.0,4.95,27.0,20.0,98.0,7.78,4.59,0,0
Steve Neal,WR,West. Michigan,73.0,190.0,4.59,36.0,,119.0,7.18,4.19,0,-1
Carl Nesmith,S,Kansas,74.0,223.0,4.95,31.5,5.0,112.0,,,0,-1
Bobby Newcombe,WR,Nebraska,70.0,195.0,4.53,37.0,,117.0,6.86,3.98,166,-1
Richard Newsome,S,Michigan State,71.0,203.0,4.59,,14.0,,,,0,0
Mathias Nkwenti,OG,Temple,75.0,293.0,5.57,35.5,29.0,113.0,7.66,4.18,111,3
Dennis Norman,OG,Princeton,76.0,305.0,5.16,35.0,25.0,107.0,8.08,4.72,222,9
Moran Norris,FB,Kansas,73.0,250.0,4.63,31.0,37.0,114.0,7.56,4.5,115,11
Dan O'Leary,TE,Notre Dame,76.0,252.0,5.02,32.0,16.0,113.0,7.4,4.31,195,2
Ifeanyi Ohalete,S,USC,74.0,221.0,4.64,,16.0,,,,0,5
Chukky Okobi,C,Purdue,73.0,316.0,5.27,32.5,24.0,103.0,7.87,4.61,146,7
Jesse Palmer,QB,Florida,74.0,231.0,4.78,35.5,,112.0,7.13,4.29,125,5
Saul Patu,DE,Oregon,74.0,272.0,5.01,30.5,22.0,112.0,7.52,4.43,0,-1
Tupe Peko,C,Michigan State,76.0,300.0,5.36,28.0,,92.0,8.1,4.56,217,3
Devonte Peterson,DE,Catawba,75.0,275.0,5.02,,31.0,,,,0,-1
Jeremiah Pharms,OLB,Washington,72.0,257.0,4.91,32.5,,106.0,7.37,4.53,134,-1
Ryan Pickett,DT,Ohio State,74.0,309.0,5.1,,,,,,29,14
Vitaly Pisetsky,K,Wisconsin,70.0,232.0,,,,,,,0,-1
Owen Pochman,K,BYU,71.0,179.0,,,,,,,216,3
Carlos Polk,ILB,Nebraska,74.0,251.0,4.76,,,,,,112,8
Tommy Polley,OLB,Florida State,76.0,234.0,4.55,,,,,,42,6
Nate Poole,WR,Marshall,73.0,198.0,4.79,32.5,,112.0,7.26,4.22,0,4
Ryan Prince,TE,Weber State,76.0,257.0,4.99,31.0,20.0,102.0,7.65,4.45,0,0
Casey Rabach,C,Wisconsin,76.0,298.0,5.23,,19.0,,,,92,10
Dominic Raiola,C,Nebraska,74.0,307.0,5.13,33.0,29.0,108.0,7.55,4.35,50,14
Ken-Yon Rambo,WR,Ohio State,73.0,196.0,4.34,,,,,,229,3
Josh Redding,OG,Virginia Tech,76.0,317.0,5.47,27.0,31.0,97.0,7.85,4.8,0,-1
Ray Redziniak,OG,Illinois,75.0,296.0,5.5,27.0,32.0,92.0,8.17,4.77,0,-1
Jamal Reynolds,DE,Florida State,75.0,267.0,4.72,,,,,,10,3
Jamie Rheem,K,Kansas State,73.0,192.0,,,,,,,0,-1
Karon Riley,DE,Minnesota,74.0,264.0,4.75,,,,,,103,4
David Rivers,QB,West. Carolina,75.0,223.0,4.73,31.5,,115.0,7.37,4.2,0,1
Marcellus Rivers,TE,Oklahoma State,76.0,247.0,4.84,32.5,7.0,113.0,7.04,4.25,0,6
Mike Roberg,TE,Idaho,76.0,256.0,4.75,34.5,16.0,117.0,7.28,4.4,227,1
Bernard Robertson,OG,Tulane,75.0,308.0,5.24,30.0,19.0,106.0,8.06,4.58,138,3
Koren Robinson,WR,North Carolina State,73.0,211.0,4.61,,,,,,9,7
Kendrick Rogers,OT,Central Missouri State,77.0,311.0,5.16,,23.0,,,,0,1
Shaun Rogers,DT,Texas,76.0,320.0,5.28,,,,,,61,13
Sage Rosenfels,QB,Iowa State,76.0,228.0,4.74,34.0,,107.0,7.07,4.29,109,11
Jace Sayler,DT,Michigan State,77.0,294.0,5.06,31.0,29.0,105.0,7.81,4.59,0,2
John Schlecht,DT,Minnesota,72.0,295.0,4.95,31.5,27.0,101.0,7.45,4.3,0,2
Aaron Schobel,DE,TCU,76.0,263.0,4.75,38.0,,119.0,7.16,4.03,46,9
Carey Scott,CB,Kentucky State,71.0,208.0,4.65,30.0,,113.0,7.52,4.18,189,2
Cedric Scott,DE,Southern Miss,78.0,281.0,4.86,35.5,23.0,107.0,7.67,4.37,114,2
Anthony Sessions,OLB,Tennessee,72.0,228.0,4.8,,19.0,,,,0,0
Roland Seymour,DE,Florida State,75.0,250.0,4.75,,,,,,0,-1
Richard Seymour,DT,Georgia,78.0,299.0,4.95,,,,,,6,12
Marcel Shipp,RB,Massachusetts,71.0,222.0,4.71,32.5,18.0,115.0,,,0,7
Elliot Silvers,OT,Washington,79.0,348.0,5.43,31.5,19.0,99.0,7.81,4.66,132,0
Rickie Simpkins,DT,Syracuse,75.0,287.0,5.28,29.5,,97.0,7.65,4.52,0,-1
Dwight Smith,CB,Akron,70.0,212.0,4.51,33.5,15.0,114.0,,,84,9
Justin Smith,DE,Missouri,76.0,267.0,4.64,34.0,26.0,117.0,,,4,14
